Datum/Uhrzeit;Elektrische_Last [kW];Warmwasser_Last [kW]; Außentemperatur [ºC];PV_Erzeugung [kW];Wärme_Last_diesel 23°C [kW];Kühl_Last_diesel 23°C [kW];Wärme_Last_elektrisch 23°C [kW];Kühl_Last_elektrisch 23°C [kW]
25.08.2019 18:00;7,056;0;25,746;0,311;0;0,69;0;0,755
25.08.2019 19:00;0,816;0;24,618;0,156;0;0,36;0;0,393
25.08.2019 20:00;0,406;1,39;23,355;0,015;0;0,07;0;0,073
25.08.2019 21:00;0,396;0,1;22,578;0;0,04;0;0,038;0
25.08.2019 22:00;0,92;0;22,337;0;0;0,12;0;0,12
25.08.2019 23:00;0,376;0;22,299;0;0;0,11;0;0,116
26.08.2019 00:00;0,256;0;22,16;0;0;0,1;0;0,104
26.08.2019 01:00;0,256;0;21,688;0;0;0,05;0;0,061
26.08.2019 02:00;0,256;0;21,458;0;0;0,03;0;0,04
26.08.2019 03:00;0,256;0;21,392;0;0;0,03;0;0,034
26.08.2019 04:00;0,256;0;21,527;0;0;0,04;0;0,046
26.08.2019 05:00;0,261;0;21,624;0;0;0,05;0;0,055
26.08.2019 06:00;0,31;0;21,607;0;0;0,05;0;0,053
26.08.2019 07:00;0,441;0,2;21,548;0;0;0,04;0;0,049
26.08.2019 08:00;0,821;1,39;22,035;0,017;0;0,13;0;0,14
26.08.2019 09:00;6,116;1,39;22,878;0,085;0;0,11;0;0,135
26.08.2019 10:00;0,451;0;23,84;0,162;0;0,3;0;0,333
26.08.2019 11:00;2,416;0;24,709;0,231;0;0,47;0;0,513
26.08.2019 12:00;4,816;0;25,087;0,273;0;0,56;0;0,611
26.08.2019 13:00;0,72;0,5;25,179;0,305;0;0,61;0;0,668
26.08.2019 14:00;0,291;0;25,179;0,316;0;0,62;0;0,686
26.08.2019 15:00;1,996;0;25,092;0,3;0;0,59;0;0,652
26.08.2019 16:00;0,401;0;24,961;0,278;0;0,55;0;0,608
26.08.2019 17:00;0,471;0;24,963;0,267;0;0,54;0;0,594
26.08.2019 18:00;0,816;0;24,983;0,24;0;0,51;0;0,558
26.08.2019 19:00;3,941;0;24,694;0,158;0;0,37;0;0,404
26.08.2019 20:00;3,426;0,3;23,739;0,017;0;0,11;0;0,112
26.08.2019 21:00;0,886;0;22,605;0;0,04;0;0,036;0
26.08.2019 22:00;0,35;0;22,168;0;0;0,1;0;0,104
26.08.2019 23:00;0,316;0;21,87;0;0;0,07;0;0,077
;0,317;0;21,634;0;0;0,05;0;0,056
